90V/20A/85W	10	20	30	40	50	60	70	80	90	100
0.001930578	0.587799	0.5649549	0.5419347	0.5187789	0.4955549	0.4722717	0.4489067	0.4253645	0.4020002	0.3783616
0.002168583	0.5907853	0.5680199	0.5450877	0.5220255	0.4988947	0.4757078	0.4524375	0.4289899	0.4057213	0.3821798
0.002435721	0.5937852	0.5710968	0.5482535	0.5252808	0.5022452	0.4791523	0.4559778	0.4326245	0.4094513	0.3860084
0.002735196	0.5967995	0.5741849	0.5514286	0.5285451	0.505603	0.4826067	0.4595253	0.4362663	0.413189	0.3898436
0.003072286	0.5998424	0.5772974	0.554627	0.5318341	0.5089843	0.4860841	0.4630956	0.4399323	0.4169486	0.3937006
0.003450161	0.6029047	0.5804269	0.5578399	0.5351359	0.5123785	0.4895726	0.4666776	0.4436082	0.4207191	0.3975666
0.003874839	0.6059953	0.5835817	0.5610785	0.5384598	0.5157954	0.4930842	0.4702803	0.447305	0.4245131	0.401454
0.004351821	0.6091163	0.5867634	0.5643402	0.5418079	0.5192333	0.496618	0.4739052	0.451025	0.4283279	0.4053629
0.004887737	0.6122726	0.5899754	0.5676308	0.5451838	0.5226995	0.5001765	0.4775553	0.4547691	0.4321693	0.4092969
0.005489394	0.6154659	0.5932195	0.5709518	0.5485867	0.5261918	0.5037623	0.4812327	0.4585377	0.4360353	0.4132573
0.006165431	0.6187037	0.5965034	0.5743077	0.5520249	0.5297185	0.5073805	0.4849418	0.4623396	0.439934	0.4172482
0.006923913	0.6219871	0.5998241	0.5777009	0.5554953	0.5332775	0.5110296	0.4886819	0.466172	0.4438615	0.4212663
0.007776487	0.6253284	0.6031971	0.5811402	0.5590113	0.5368794	0.5147216	0.492464	0.4700467	0.4478303	0.4253253
0.008734001	0.6287297	0.6066208	0.5846286	0.562573	0.5405269	0.5184574	0.496289	0.4739623	0.4518413	0.429424
0.009809167	0.6321973	0.6101049	0.5881715	0.5661868	0.5442244	0.5222418	0.5001632	0.4779263	0.4558986	0.4335683
0.0110152	0.635727	0.6136372	0.5917589	0.5698405	0.5479605	0.5260635	0.5040725	0.4819264	0.4599895	0.4377476
0.01237022	0.6393552	0.6172586	0.59543	0.5735757	0.5517744	0.5299621	0.508058	0.4859994	0.464152	0.4419999
0.01389474	0.6430883	0.6209702	0.5991861	0.5773917	0.555668	0.533937	0.5121211	0.4901496	0.4683875	0.446327
0.01560572	0.646927	0.6247733	0.6030269	0.5812863	0.5596389	0.5379887	0.5162565	0.4943717	0.4726935	0.4507236
0.01752525	0.6508843	0.628677	0.6069617	0.5852705	0.5636963	0.5421242	0.5204758	0.498674	0.4770797	0.4551991
0.01968676	0.6549842	0.6327118	0.6110174	0.5893714	0.567865	0.5463704	0.5248033	0.5030832	0.4815713	0.4597774
0.02210577	0.6592281	0.6368628	0.6151819	0.5935712	0.5721332	0.5507109	0.5292241	0.5075848	0.4861525	0.4644454
0.02483133	0.6636537	0.6411781	0.6195001	0.5979187	0.5765449	0.5551934	0.5337818	0.5122212	0.4908685	0.4692456
0.02788734	0.6682686	0.6456547	0.6239667	0.6024066	0.58109	0.5598068	0.5384693	0.5169863	0.4957092	0.4741681
0.03132287	0.6731068	0.6503228	0.6286117	0.6070639	0.5858017	0.5645827	0.5433158	0.5219049	0.5007044	0.4792429
